customerID,SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,Churn_Original,AverageChargePerMonth,ChargeDifference,IncreaseInCharge,TotalServices,HasInternet,HasPhone,gender_Female,gender_Male,Partner_No,Partner_Yes,Dependents_No,Dependents_Yes,PhoneService_No,PhoneService_Yes,MultipleLines_No,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_Yes,DeviceProtection_No,DeviceProtection_Yes,TechSupport_No,TechSupport_Yes,StreamingTV_No,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,PaperlessBilling_No,PaperlessBilling_Yes,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,TenureGroup_0-12,TenureGroup_12-24,TenureGroup_24-48,TenureGroup_48-60,TenureGroup_60+,ChargeCategory_Low,ChargeCategory_Medium,ChargeCategory_High
9959-WOFKT,No,71,106.7,7382.25,0,No,103.97535211267606,2.7246478873239397,1,6,1,1,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,True
4190-MFLUW,No,10,55.2,528.35,1,Yes,52.835,2.365000000000002,1,3,1,1,True,False,False,True,False,True,False,True,True,False,True,False,False,True,False,True,False,False,True,False,True,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
4183-MYFRB,No,21,90.05,1862.9,0,No,88.70952380952382,1.3404761904761813,1,4,1,1,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True
8779-QRDMV,Yes,1,39.65,39.65,1,Yes,39.65,0.0,0,2,1,0,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False
1680-VDCWW,No,12,19.8,202.25,0,No,16.854166666666668,2.945833333333333,1,1,0,1,False,True,False,True,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
1066-JKSGK,No,1,20.15,20.15,1,Yes,20.15,0.0,0,1,0,1,False,True,True,False,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False
3638-WEABW,No,58,59.9,3505.1,0,No,60.432758620689654,-0.5327586206896555,0,4,1,1,True,False,False,True,True,False,False,True,False,True,True,False,False,True,False,False,True,True,False,False,True,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False
6322-HRPFA,No,49,59.6,2970.3,0,No,60.61836734693878,-1.0183673469387813,0,4,1,1,False,True,False,True,False,True,False,True,True,False,True,False,False,False,True,False,True,True,False,False,True,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
6865-JZNKO,No,30,55.3,1530.6,0,No,51.019999999999996,4.280000000000001,1,3,1,1,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False
6467-CHFZW,No,47,99.35,4749.15,1,Yes,101.04574468085106,-1.695744680851064,0,5,1,1,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True
8665-UTDHZ,No,1,30.2,30.2,1,Yes,30.2,0.0,0,1,1,0,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False
5248-YGIJN,No,72,90.25,6369.45,0,No,88.46458333333334,1.7854166666666629,1,8,1,1,False,True,False,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True
8773-HHUOZ,No,17,64.7,1093.1,1,Yes,64.3,0.4000000000000057,1,3,1,1,True,False,True,False,False,True,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False
3841-NFECX,Yes,71,96.35,6766.95,0,No,95.30915492957746,1.0408450704225345,1,6,1,1,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True
4929-XIHVW,Yes,2,95.5,181.65,0,No,90.825,4.674999999999997,1,4,1,1,False,True,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True
6827-IEAUQ,No,27,66.15,1874.45,0,No,69.42407407407407,-3.274074074074065,0,5,1,1,True,False,False,True,False,True,False,True,True,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False
7310-EGVHZ,No,1,20.2,20.2,0,No,20.2,0.0,0,1,0,1,False,True,True,False,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
3413-BMNZE,Yes,1,45.25,45.25,0,No,45.25,0.0,0,1,1,1,False,True,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
6234-RAAPL,No,72,99.9,7251.7,0,No,100.71805555555555,-0.8180555555555458,0,6,1,1,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,True
6047-YHPVI,No,5,69.7,316.9,1,Yes,63.379999999999995,6.320000000000007,1,1,1,1,False,True,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False
6572-ADKRS,No,46,74.8,3548.3,0,No,77.13695652173914,-2.3369565217391397,0,2,1,1,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
5380-WJKOV,No,34,106.35,3549.25,1,Yes,104.38970588235294,1.9602941176470523,1,6,1,1,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True
8168-UQWWF,No,11,97.85,1105.4,1,Yes,100.4909090909091,-2.640909090909105,0,5,1,1,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True
8865-TNMNX,No,10,49.55,475.7,0,No,47.57,1.9799999999999969,1,2,1,1,False,True,False,True,False,True,False,True,True,False,True,False,False,True,False,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False
9489-DEDVP,No,70,69.2,4872.35,0,No,69.605,-0.40500000000000114,0,5,1,1,True,False,False,True,False,True,False,True,False,True,True,False,False,False,True,False,True,True,False,True,False,False,True,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False
9867-JCZSP,No,17,20.75,418.25,0,No,24.602941176470587,-3.852941176470587,0,1,0,1,True,False,False,True,False,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False
4671-VJLCL,No,63,79.85,4861.45,0,No,77.16587301587302,2.6841269841269764,1,7,1,1,True,False,True,False,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True
4080-IIARD,No,13,76.2,981.45,0,No,75.49615384615385,0.7038461538461576,1,6,1,1,True,False,False,True,True,False,False,True,False,True,True,False,False,False,True,False,True,True,False,False,True,False,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True
3714-NTNFO,No,49,84.5,3906.7,0,No,79.72857142857143,4.771428571428572,1,3,1,1,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True
5948-UJZLF,No,2,49.25,97.0,0,No,48.5,0.75,1,2,1,1,False,True,True,False,True,False,False,True,True,False,True,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False
7760-OYPDY,No,2,80.65,144.15,1,Yes,72.075,8.575000000000003,1,2,1,1,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True
7639-LIAYI,No,52,79.75,4217.8,0,No,81.11153846153846,-1.3615384615384585,0,6,1,1,False,True,True,False,True,False,False,True,False,True,True,False,False,False,True,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True
2954-PIBKO,No,69,64.15,4254.1,0,No,61.6536231884058,2.496376811594203,1,5,1,1,True,False,False,True,False,True,False,True,False,True,True,False,False,False,True,True,False,False,True,False,True,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False
8012-SOUDQ,Yes,43,90.25,3838.75,0,No,89.27325581395348,0.9767441860465169,1,4,1,1,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True
9420-LOJKX,No,15,99.1,1426.4,1,Yes,95.09333333333333,4.006666666666661,1,5,1,1,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True
6575-SUVOI,Yes,25,69.5,1752.65,0,No,70.10600000000001,-0.6060000000000088,0,5,1,1,True,False,False,True,True,False,False,True,False,True,True,False,False,False,True,True,False,True,False,False,True,False,True,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False
7495-OOKFY,Yes,8,80.65,633.3,1,Yes,79.1625,1.4875000000000114,1,3,1,1,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True
4667-QONEA,Yes,60,74.85,4456.35,0,No,74.27250000000001,0.5774999999999864,1,6,1,1,True,False,False,True,False,True,False,True,True,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True
1658-BYGOY,Yes,18,95.45,1752.55,1,Yes,97.36388888888888,-1.9138888888888772,0,4,1,1,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True
8769-KKTPH,No,63,99.65,6311.2,0,No,100.17777777777778,-0.5277777777777715,0,5,1,1,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True
5067-XJQFU,Yes,66,108.45,7076.35,0,No,107.21742424242424,1.2325757575757592,1,7,1,1,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True
3957-SQXML,No,34,24.95,894.3,0,No,26.302941176470586,-1.352941176470587,0,2,0,1,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False
5954-BDFSG,No,72,107.5,7853.7,0,No,109.07916666666667,-1.5791666666666657,0,6,1,1,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True
0434-CSFON,No,47,100.5,4707.1,0,No,100.15106382978725,0.3489361702127525,1,5,1,1,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True
1215-FIGMP,No,60,89.9,5450.7,0,No,90.845,-0.9449999999999932,0,4,1,1,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True
0526-SXDJP,No,72,42.1,2962.0,0,No,41.138888888888886,0.9611111111111157,1,3,1,0,False,True,False,True,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,True,False,True,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False
0557-ASKVU,No,18,54.4,957.1,0,No,53.172222222222224,1.2277777777777743,1,3,1,1,True,False,False,True,False,True,False,True,True,False,True,False,False,True,False,True,False,False,True,False,True,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False
5698-BQJOH,No,9,94.4,857.25,1,Yes,95.25,-0.8499999999999943,0,4,1,1,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True
5122-CYFXA,No,3,75.3,244.1,0,No,81.36666666666666,-6.066666666666663,0,5,1,1,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,False,True,True,False,False,True,False,True,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True
8627-ZYGSZ,No,47,78.9,3650.35,0,No,77.66702127659575,1.2329787234042584,1,3,1,1,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True
3410-YOQBQ,No,31,79.2,2497.2,0,No,80.55483870967741,-1.3548387096774093,0,6,1,1,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True
3170-NMYVV,No,50,20.15,930.9,0,No,18.618,1.532,1,1,0,1,True,False,False,True,False,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False
7410-OIEDU,No,10,79.85,887.35,0,No,88.735,-8.885000000000005,0,3,1,1,False,True,True,False,True,False,False,True,True,False,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True
2273-QCKXA,No,1,49.05,49.05,0,No,49.05,0.0,0,2,1,1,False,True,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False
0731-EBJQB,No,52,20.4,1090.65,0,No,20.974038461538463,-0.5740384615384642,0,1,0,1,True,False,False,True,False,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False
1891-QRQSA,Yes,64,111.6,7099.0,0,No,110.921875,0.6781249999999943,1,7,1,1,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True
8028-PNXHQ,No,62,24.25,1424.6,0,No,22.97741935483871,1.272580645161291,1,2,0,1,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,True,False,False
5630-AHZIL,No,3,64.5,177.4,0,No,59.13333333333333,5.366666666666667,1,4,1,1,True,False,True,False,False,True,False,True,True,False,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False
2673-CXQEU,Yes,56,110.5,6139.5,0,No,109.63392857142857,0.8660714285714306,1,7,1,1,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True
6416-JNVRK,No,46,55.65,2688.85,0,No,58.45326086956521,-2.8032608695652144,0,2,1,1,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
5590-ZSKRV,No,8,54.65,482.25,0,No,60.28125,-5.631250000000001,0,3,1,1,True,False,False,True,False,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False
0191-ZHSKZ,Yes,30,74.75,2111.3,0,No,70.37666666666668,4.373333333333321,1,5,1,1,False,True,True,False,True,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True
3887-PBQAO,No,45,25.9,1216.6,0,No,27.035555555555554,-1.1355555555555554,0,2,0,1,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False
5919-TMRGD,No,1,79.35,79.35,1,Yes,79.35,0.0,0,2,1,1,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True
8108-UXRQN,No,11,50.55,565.35,0,No,51.39545454545455,-0.845454545454551,0,3,1,0,True,False,False,True,False,True,True,False,True,False,True,False,False,False,True,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False
9191-MYQKX,No,7,75.15,496.9,1,Yes,70.98571428571428,4.164285714285725,1,2,1,1,True,False,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True
9919-YLNNG,No,42,103.8,4327.5,0,No,103.03571428571429,0.7642857142857054,1,6,1,1,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True
0318-ZOPWS,No,49,20.15,973.35,0,No,19.864285714285714,0.2857142857142847,1,1,0,1,True,False,False,True,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False
4445-ZJNMU,No,9,99.3,918.75,0,No,102.08333333333333,-2.7833333333333314,0,5,1,1,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True
4808-YNLEU,No,35,62.15,2215.45,0,No,63.29857142857142,-1.1485714285714224,0,3,1,1,True,False,False,True,True,False,False,True,True,False,True,False,False,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False
1862-QRWPE,No,48,20.65,1057.0,0,No,22.020833333333332,-1.3708333333333336,0,1,0,1,True,False,False,True,False,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,True,False,False
2796-NNUFI,No,46,19.95,927.1,0,No,20.15434782608696,-0.20434782608695912,0,1,0,1,True,False,False,True,False,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False
3016-KSVCP,No,29,33.75,1009.25,0,No,34.80172413793103,-1.051724137931032,0,1,1,0,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False
4767-HZZHQ,No,30,82.05,2570.2,0,No,85.67333333333333,-3.623333333333335,0,3,1,1,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True
2424-WVHPL,Yes,1,74.7,74.7,0,No,74.7,0.0,0,2,1,1,False,True,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True
7233-PAHHL,No,66,84.0,5714.25,0,No,86.57954545454545,-2.5795454545454533,0,7,1,1,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True
6067-NGCEU,No,65,111.05,7107.0,0,No,109.33846153846154,1.7115384615384528,1,7,1,1,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True
9848-JQJTX,No,72,100.9,7459.05,0,No,103.59791666666666,-2.697916666666657,0,6,1,1,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True
8637-XJIVR,No,12,78.95,927.35,1,Yes,77.27916666666667,1.6708333333333343,1,3,1,1,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True
